File;Time;Language;Order;Trial;Part;Words;Metaphor;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Grammar;General comments
bi11_1s_PC.eaf;00:05:42.960;;;5;2;;;;;;;;den andra var mer uppförsbacke;;
bi11_1s_PC.eaf;00:05:44.080;;;5;2;uppförsbacke;Height;1;vert;flat H;1;;den andra var mer uppförsbacke;;
bi11_1s_PC.eaf;00:06:45.740;;;6;;;;;;;;;;;
bi11_1s_PC.eaf;00:06:50.190;;;6;1;;Height;;;;;;känns mera som den ena är mer ();;
bi11_1s_PC.eaf;00:06:51.700;;;6;1;();Height;1;vert;flat H;1;gesture starts before;känns mera som den ena är mer ();;
bi11_1s_PC.eaf;00:06:52.280;;;6;2;;Height;;;;;;och den andra uppåt;;
bi11_1s_PC.eaf;00:06:52.420;;;6;2;uppåt;Height;1;vert;open;2;;och den andra uppåt;;
bi11_1s_PC.eaf;00:07:17.100;;;7;;;;;;;;;;;
bi11_1s_PC.eaf;00:07:23.840;;;7;1;;Thickness;;;;;;den ena, vitgade sig lite mer  ;;
bi11_1s_PC.eaf;00:07:25.280;;;7;1;vitgade;Thickness;1;size;open;2;;den ena, vitgade sig lite mer  ;;
bi11_1s_PC.eaf;00:08:54.560;;;8;;;;;;;;;;;
bi11_1s_PC.eaf;00:08:56.840;;;8;1;;Thickness;;;;;;den första var väldigt tunn;;
bi11_1s_PC.eaf;00:08:57.890;;;8;1;tunn;Thickness;1;none;narrow grip;1;;den första var väldigt tunn;;
bi11_1s_PC.eaf;00:09:21.170;;;8;2;;Height;;;;;;låg i tonen;;
bi11_1s_PC.eaf;00:09:21.320;;;8;2;låg;Height;1;none;none;2;;låg i tonen;;
bi11_1s_PC.eaf;00:09:40.020;;;9;;;;;;;;;;;
bi11_1s_PC.eaf;00:09:57.300;;;9;1;;Other;;;;;;midlare än det andra;mildness;
bi11_1s_PC.eaf;00:09:57.380;;;9;1;mildare;Other;0;;;;;midlare än det andra;mildness;
bi11_1s_PC.eaf;00:10:38.600;;;10;;;;;;;;;;;
bi11_1s_PC.eaf;00:11:14.800;;;11;;;;;;;;;;;
bi11_1s_PC.eaf;00:11:21.320;;;11;1;;Brightness;;;;;;det var mer ut av den ljusa varianten;;
bi11_1s_PC.eaf;00:11:22.760;;;11;1;ljusa;Brightness;0;;;;;det var mer ut av den ljusa varianten;;
bi11_1s_PC.eaf;00:12:33.540;;;12;;;;;;;;;;;
bi11_1s_PC.eaf;00:12:47.920;;;12;1;;Brightness;;;;;;lite ljus;;
bi11_1s_PC.eaf;00:12:48.710;;;12;1;ljus;Brightness;0;;;;;lite ljus;;
bi11_1s_PC.eaf;00:13:36.900;;;13;;;;;;;;;;;
bi11_1s_PC.eaf;00:13:49.660;;;13;1;;Height;;;;;;den manliga varianten var lite mer låg ();;
bi11_1s_PC.eaf;00:13:51.390;;;13;1;låg;Height;1;vert;flat H;1;;den manliga varianten var lite mer låg ();;
bi11_1s_PC.eaf;00:13:56.550;;;13;2;;Height;;;;;;och den kvinnliga var lite . högre;;
bi11_1s_PC.eaf;00:13:58.690;;;13;2;högre;Height;1;vert;flat H;1;;och den kvinnliga var lite . högre;;
bi11_1s_PC.eaf;00:14:42.100;;;14;;;;;;;;;;;
bi11_1s_PC.eaf;00:14:50.700;;;14;1;;Brightness;;;;;;den ljusa varianten;;
bi11_1s_PC.eaf;00:14:51.770;;;14;1;ljusa;Brightness;0;;;;;den ljusa varianten;;
bi11_1s_PC.eaf;00:15:23.900;;;14;2;lågt;Height;0;;;;;lågt;;
bi11_1s_PC.eaf;00:15:48.750;;;15;;;;;;;;;;;
bi11_1s_PC.eaf;00:16:02.550;;;15;1;;Brightness;;;;;;den som är ljus;;
bi11_1s_PC.eaf;00:16:03.290;;;15;1;ljus;Brightness;1;none;none;1;;den som är ljus;;
bi11_1s_PC.eaf;00:16:39.500;;;16;;;;;;;;;;;
bi11_1s_PC.eaf;00:16:43.000;;;16;1;;Thickness;;;;;;den andra var väldigt tunn;;
bi11_1s_PC.eaf;00:16:44.850;;;16;1;tunn;Thickness;0;;;;;den andra var väldigt tunn;;
bi11_1s_PC.eaf;00:16:55.770;;;16;2;;Thickness;;;;;;den var också tunn;;
bi11_1s_PC.eaf;00:16:56.440;;;16;2;tunn;Thickness;0;;;;;den var också tunn;;
bi11_2t_AG_PC.eaf;00:00:41.143;;;1;1;;;;;;;;Ince, cok ince ses tonuyla;;
bi11_2t_AG_PC.eaf;00:00:41.173;;;1;1;ince;Thickness;1;none;narrow grip;2;;Ince, cok ince ses tonuyla;;
bi11_2t_AG_PC.eaf;00:01:00.600;;;2;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:01:00.881;;;2;1;;;;;;;;Birincisi biraz daha kalin;;
bi11_2t_AG_PC.eaf;00:01:01.911;;;2;1;kalin;Thickness;0;;;;;Birincisi biraz daha kalin;;
bi11_2t_AG_PC.eaf;00:01:10.396;;;2;2;;;;;;;;Ikincisi daha ince;;
bi11_2t_AG_PC.eaf;00:01:11.610;;;2;2;ince;Thickness;0;;;;;Ikincisi daha ince;;
bi11_2t_AG_PC.eaf;00:02:21.945;;;3;1;;;;;;;;Ikiside ayni kalin ses;;
bi11_2t_AG_PC.eaf;00:02:23.594;;;3;1;kalin;Thickness;0;;;;;Ikiside ayni kalin ses;;
bi11_2t_AG_PC.eaf;00:03:06.550;;;;;;;;;;;Nothing in trial 4;;;
bi11_2t_AG_PC.eaf;00:04:07.307;;;5;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:04:08.247;;;5;1;;;;;;;;Birincisi cok ince;;
bi11_2t_AG_PC.eaf;00:04:09.029;;;5;1;ince;Thickness;0;;;;;Birincisi cok ince;;
bi11_2t_AG_PC.eaf;00:04:14.246;;;5;2;;;;;;;;Ikincisi daha normal, ama normalin incesi;;
bi11_2t_AG_PC.eaf;00:04:17.952;;;5;2;incesi;Thickness;1;none;open;1;;Ikincisi daha normal, ama normalin incesi;incesi = thin + genitive case;
bi11_2t_AG_PC.eaf;00:04:49.250;;;;;;;;;;;Nothing in trial 6;;;
bi11_2t_AG_PC.eaf;00:06:52.185;;;7;1;;;;;;;;Ikincisi bir bayan sesi gibi, koro sesi gibi, yumsak ve ince;;
bi11_2t_AG_PC.eaf;00:06:56.033;;;7;1;yumsak;Other;0;;;;;Ikincisi bir bayan sesi gibi, koro sesi gibi, yumsak ve ince;Softness;
bi11_2t_AG_PC.eaf;00:07:14.951;;;8;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:07:15.160;;;8;1;;;;;;;;Ikincisi cok kalin. (Confederate sneezes and ask participant to repeat and participant repeats.) Ikincisi cok kalin. ;;
bi11_2t_AG_PC.eaf;00:07:19.345;;;8;1;kalin;Thickness;1;none;none;1;;Ikincisi cok kalin. (Confederate sneezes and ask participant to repeat and participant repeats.) Ikincisi cok kalin. ;;
bi11_2t_AG_PC.eaf;00:07:28.399;;;8;2;;;;;;;;Birincisi daha ince;;
bi11_2t_AG_PC.eaf;00:07:29.237;;;8;2;ince;Thickness;1;none;none;1;;Birincisi daha ince;;
bi11_2t_AG_PC.eaf;00:08:16.940;;;9;1;kalin;Thickness;0;;;;;Kalin;;
bi11_2t_AG_PC.eaf;00:08:53.695;;;10;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:08:54.492;;;10;1;;;;;;;;Birisi cok derin, kalin;;
bi11_2t_AG_PC.eaf;00:08:56.773;;;10;1;derin;Height;1;vert;flat H;2;;Birisi cok derin, kalin;;
bi11_2t_AG_PC.eaf;00:09:00.932;;;10;2;;;;;;;;Birisi de cok ince;;
bi11_2t_AG_PC.eaf;00:09:02.552;;;10;2;ince;Height;0;;;;;Birisi de cok ince;;
bi11_2t_AG_PC.eaf;00:09:32.795;;;11;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:09:33.082;;;11;1;;;;;;;;Birincisi kalin;;
bi11_2t_AG_PC.eaf;00:09:33.730;;;11;1;kalin;Thickness;0;;;;;Birincisi kalin;;
bi11_2t_AG_PC.eaf;00:09:34.500;;;11;2;;;;;;;;Ikincisi ince;;
bi11_2t_AG_PC.eaf;00:09:35.108;;;11;2;ince;Thickness;1;none;narrow grip;1;;Ikincisi ince;;
bi11_2t_AG_PC.eaf;00:10:24.708;;;12;1;;;;;;;;Cok, cok ince degil, orta ince bir ses;;
bi11_2t_AG_PC.eaf;00:10:27.045;;;12;1;ince;Thickness;0;;;;;Cok, cok ince degil, orta ince bir ses;;
bi11_2t_AG_PC.eaf;00:12:03.397;;;13;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:12:04.637;;;13;1;;;;;;;;Ilki olan daha kalin olan;;
bi11_2t_AG_PC.eaf;00:12:05.457;;;13;1;kalin;Thickness;0;;;;;Ilki olan daha kalin olan;;
bi11_2t_AG_PC.eaf;00:12:27.479;;;13;2;;;;;;;;Ikincisi o biraz daha ince olan ses;;
bi11_2t_AG_PC.eaf;00:12:30.014;;;13;2;ince;Thickness;0;;;;;Ikincisi o biraz daha ince olan ses;;
bi11_2t_AG_PC.eaf;00:13:06.197;;;14;;;;;;;;;;;
bi11_2t_AG_PC.eaf;00:13:06.891;;;14;1;;;;;;;;Birinci ses biraz daha ince ses;;
bi11_2t_AG_PC.eaf;00:13:10.488;;;14;1;ince;Thickness;1;vert;none;1;;Birinci ses biraz daha ince ses;;
bi11_2t_AG_PC.eaf;00:13:11.962;;;14;2;;;;;;;;Ikinci ses biraz daha kalin ses;;
bi11_2t_AG_PC.eaf;00:13:13.343;;;14;2;kalin;Thickness;1;none;narrow grip;1;;Ikinci ses biraz daha kalin ses;;
bi11_2t_AG_PC.eaf;00:14:00.161;;;15;1;;;;;;;;Sanki ikiside kalin ses;;
bi11_2t_AG_PC.eaf;00:14:03.338;;;15;1;kalin;Thickness;0;;;;;Sanki ikiside kalin ses;;
bi12_1t_AG_PC.eaf;00:00:23.586;;;1;1;;;;;;;;Gayet ince bir ses;;
bi12_1t_AG_PC.eaf;00:00:24.108;;;1;1;ince;Thickness;0;;;;;Gayet ince bir ses;;
bi12_1t_AG_PC.eaf;00:01:01.800;;;2;;;;;;;;;;;
bi12_1t_AG_PC.eaf;00:01:02.268;;;2;1;;;;;;;;Ikincisi daha kalin;;
bi12_1t_AG_PC.eaf;00:01:03.838;;;2;1;kalin;Thickness;0;;;;;Ikincisi daha kalin;;
bi12_1t_AG_PC.eaf;00:01:05.835;;;2;2;;;;;;;;Ilki biraz daha inceydi;;
bi12_1t_AG_PC.eaf;00:01:06.903;;;2;2;inceydi;Thickness;0;;;;;Ilki biraz daha inceydi;inceydi = thin + past tense;
bi12_1t_AG_PC.eaf;00:01:32.691;;;3;1;;;;;;;;Ikincisi daha yuvarlak ama kalin;;
bi12_1t_AG_PC.eaf;00:01:33.691;;;3;1;yuwarlak;Other;;;;;;Ikincisi daha yuvarlak ama kalin;Roundness;
bi12_1t_AG_PC.eaf;00:02:41.200;;;4;;;;;;;;;;;
bi12_1t_AG_PC.eaf;00:02:41.437;;;4;1;;Thickness;;;;;;Ilki cok ince;;
bi12_1t_AG_PC.eaf;00:02:42.197;;;4;1;ince;Thickness;0;;;;;Ilki cok ince;;
bi12_1t_AG_PC.eaf;00:02:49.570;;;4;2;;;;;;;;Ikinicisi biraz daha kalin erkek sesi;;
bi12_1t_AG_PC.eaf;00:02:51.501;;;4;2;kalin;Thickness;0;;;;;Ikinicisi biraz daha kalin erkek sesi;;
bi12_1t_AG_PC.eaf;00:03:35.600;;;;;;;;;;;Nothing in trial 5;;;
bi12_1t_AG_PC.eaf;00:05:46.700;;;;;;;;;;;Nothing in trial 6;;;
bi12_1t_AG_PC.eaf;00:07:21.900;;;;;;;;;;;Nothing in trial 7;;;
bi12_1t_AG_PC.eaf;00:08:04.450;;;;;;;;;;;Nothing in trial 8;;;
bi12_1t_AG_PC.eaf;00:08:50.719;;;9;;;;;;;;;;;
bi12_1t_AG_PC.eaf;00:08:51.157;;;9;1;;;;;;;;Ilki daha kalin;;
bi12_1t_AG_PC.eaf;00:08:51.851;;;9;1;kalin;Thickness;0;;;;;Ilki daha kalin;;
bi12_1t_AG_PC.eaf;00:08:52.656;;;9;2;;;;;;;;Ikincisi daha ince;;
bi12_1t_AG_PC.eaf;00:08:54.361;;;9;2;ince;Thickness;0;;;;;Ikincisi daha ince;;
bi12_1t_AG_PC.eaf;00:09:52.434;;;10;;;;;;;;;;;
bi12_1t_AG_PC.eaf;00:09:53.749;;;10;1;;;;;;;;Bayanin sesi cok ince, gercekten ince;;
bi12_1t_AG_PC.eaf;00:09:55.060;;;10;1;ince;Thickness;0;;;;;Bayanin sesi cok ince, gercekten ince;;
bi12_1t_AG_PC.eaf;00:10:28.427;;;10;2;;;;;;;;Erkegin sesi daha kalin;;
bi12_1t_AG_PC.eaf;00:10:29.523;;;10;2;kalin;Thickness;0;;;;;Erkegin sesi daha kalin;;
bi12_1t_AG_PC.eaf;00:10:48.400;;;;;;;;;;;Nothin in trial 11;;;
bi12_1t_AG_PC.eaf;00:11:36.170;;;12;1;;;;;;;;Ilki ikincisine bakarak biraz daha kalin;;
bi12_1t_AG_PC.eaf;00:11:38.386;;;12;1;kalin;Thickness;0;;;;;Ilki ikincisine bakarak biraz daha kalin;;
bi12_1t_AG_PC.eaf;00:12:14.400;;;13;;;;;;;;;;;
bi12_1t_AG_PC.eaf;00:12:14.742;;;13;1;;;;;;;;Cok ince bir bayan sesi;;
bi12_1t_AG_PC.eaf;00:12:15.244;;;13;1;ince;Thickness;0;;;;;Cok ince bir bayan sesi;;
bi12_1t_AG_PC.eaf;00:12:17.933;;;13;2;;;;;;;;Ikinci de biraz daha kalin;;
bi12_1t_AG_PC.eaf;00:12:20.544;;;13;2;kalin;Thickness;0;;;;;Ikinci de biraz daha kalin;;
bi12_1t_AG_PC.eaf;00:12:43.569;;;14;1;;;;;;;;Ikincisi cok cok ince;;
bi12_1t_AG_PC.eaf;00:12:44.918;;;14;1;ince;Thickness;0;;;;;Ikincisi cok cok ince;;
bi12_1t_AG_PC.eaf;00:13:33.584;;;15;;;;;;;;;;;
bi12_1t_AG_PC.eaf;00:13:34.053;;;15;1;;;;;;;;Ilki bayan, cok ince sesi var;;
bi12_1t_AG_PC.eaf;00:13:35.702;;;15;1;ince;Thickness;0;;;;;Ilki bayan, cok ince sesi var;;
bi12_1t_AG_PC.eaf;00:13:37.542;;;15;2;;;;;;;;Ikincisi erkek sesi, baya kalin bir sesi var;;
bi12_1t_AG_PC.eaf;00:13:40.552;;;15;2;kalin;Thickness;0;;;;;Ikincisi erkek sesi, baya kalin bir sesi var;;
bi12_2s_PC.eaf;00:00:12.400;;;1;;;;;;;;;;;
bi12_2s_PC.eaf;00:00:22.156;;;1;1;;Other;;;;;;ganska öppna;;
bi12_2s_PC.eaf;00:00:23.155;;;1;1;öppna;Other;0;;;;;ganska öppna;openness;
bi12_2s_PC.eaf;00:00:51.200;;;2;;;;;;;;;;;
bi12_2s_PC.eaf;00:00:54.213;;;2;1;;;;;;;;den första är mer öppen;;
bi12_2s_PC.eaf;00:00:56.619;;;2;1;öppen;Other;1;size;wide grip;2;gesture part of next;den första är mer öppen;openness;
bi12_2s_PC.eaf;00:00:57.578;;;2;2;;Other;;;;;;medans den andra sluts mer;openness;
bi12_2s_PC.eaf;00:00:58.091;;;2;2;sluts;Other;1;size;open;2;;medans den andra sluts mer;openness;
bi12_2s_PC.eaf;00:01:07.577;;;2;3;;Height;;;;;;;;
bi12_2s_PC.eaf;00:01:07.577;;;2;3;;Height;;;;;;den andra har mer uppifrån;;
bi12_2s_PC.eaf;00:01:08.817;;;2;3;uppifrån;Height;1;vert;flat H;1;;den andra har mer uppifrån;;
bi12_2s_PC.eaf;00:01:09.320;;;2;3;ner;Height;1;vert;flat H;1;;;;
bi12_2s_PC.eaf;00:01:36.000;;;3;;;;;;;;;;;
bi12_2s_PC.eaf;00:01:41.360;;;3;1;;Brightness;;;;;;den första har ganska ljus röst;;
bi12_2s_PC.eaf;00:01:43.019;;;3;1;ljus;Brightness;0;;;;;den första har ganska ljus röst;;
bi12_2s_PC.eaf;00:01:43.919;;;3;2;;Brightness;;;;;;medans den manliga ( ) . ganska jämn mörk röst;;
bi12_2s_PC.eaf;00:01:48.218;;;3;2;mörk;Brightness;0;;;;;medans den manliga ( ) . ganska jämn mörk röst;;
bi12_2s_PC.eaf;00:02:44.600;;;4;;;;;;;;;;;
bi12_2s_PC.eaf;00:03:36.600;;;5;;;;;;;;;;;
bi12_2s_PC.eaf;00:03:42.540;;;5;1;;Height;;;;;;dom går ner från uppåt;;
bi12_2s_PC.eaf;00:03:43.316;;;5;1;ner;Height;1;vert;flat H;2;;dom går ner från uppåt;;
bi12_2s_PC.eaf;00:03:43.718;;;5;1;från uppåt;Height;1;vert;flat H;2;;dom går ner från uppåt;;
bi12_2s_PC.eaf;00:04:06.200;;;6;;;;;;;;;;;
bi12_2s_PC.eaf;00:04:11.073;;;6;1;;Brightness;;;;;;den andra var mycket mörkare än den andra;;
bi12_2s_PC.eaf;00:04:11.872;;;6;1;mörkare;Brightness;1;vert;flat H;1;;den andra var mycket mörkare än den andra;;
bi12_2s_PC.eaf;00:04:13.305;;;6;1;den andra;Brightness;1;none;open;1;;den andra var mycket mörkare än den andra;;
bi12_2s_PC.eaf;00:04:46.300;;;7;;;;;;;;;;;
bi12_2s_PC.eaf;00:04:55.607;;;7;1;;Brightness;;;;;;den är lite mörkare;;
bi12_2s_PC.eaf;00:04:56.433;;;7;1;mörkare;Brightness;0;;;;;den är lite mörkare;;
bi12_2s_PC.eaf;00:05:29.900;;;8;;;;;;;;;;;
bi12_2s_PC.eaf;00:05:34.007;;;8;1;;Brightness;;;;;;kvinnliga är väl lite ljus;;
bi12_2s_PC.eaf;00:05:35.033;;;8;1;ljus;Brightness;0;;;;;kvinnliga är väl lite ljus;;
bi12_2s_PC.eaf;00:05:46.366;;;8;2;;Brightness;;;;;;den var ganska ljus för en mann;;
bi12_2s_PC.eaf;00:05:48.559;;;8;2;ljus;Brightness;1;none;flat H;1;gesture earlier;den var ganska ljus för en mann;;
bi12_2s_PC.eaf;00:06:01.900;;;9;;;;;;;;;;;
bi12_2s_PC.eaf;00:06:03.687;;;9;1;;Brightness;;;;;;den andra är lite mörkare än den första;;
bi12_2s_PC.eaf;00:06:05.793;;;9;1;mörkare;Brightness;0;;;;;den andra är lite mörkare än den första;;
bi12_2s_PC.eaf;00:06:36.500;;;10;;;;;;;;;;;
bi12_2s_PC.eaf;00:06:41.233;;;10;1;;Brightness;;;;;;han hade en ganska ljus röst;;
bi12_2s_PC.eaf;00:06:43.573;;;10;1;ljus;Brightness;0;;;;;han hade en ganska ljus röst;;
bi12_2s_PC.eaf;00:06:48.414;;;10;2;;Brightness;;;;;;den kvinnliga hade jätte jätte ljust röst;;
bi12_2s_PC.eaf;00:06:49.707;;;10;2;ljus;Brightness;0;;;;;den kvinnliga hade jätte jätte ljust röst;;
bi12_2s_PC.eaf;00:07:23.200;;;11;;;;;;;;;;;
bi12_2s_PC.eaf;00:07:24.987;;;11;1;;Brightness;;;;;;den första har en mörkare röst än vad den första har;;
bi12_2s_PC.eaf;00:07:26.500;;;11;1;mörkare;Brightness;0;;;;;den första har en mörkare röst än vad den första har;;
bi12_2s_PC.eaf;00:08:03.400;;;12;;;;;;;;;;;
bi12_2s_PC.eaf;00:08:42.494;;;12;1;;Other;;;;;;det var att dom öppnade upp sig;;
bi12_2s_PC.eaf;00:08:43.620;;;12;1;öppnade upp sig;Other;1;size;wide grip;2;;det var att dom öppnade upp sig;;
bi12_2s_PC.eaf;00:08:59.600;;;13;;;;;;;;;;;
bi12_2s_PC.eaf;00:09:10.907;;;13;1;öppnade upp sig;Other;1;size;open;2;;( ) öppnade upp sig;;
bi12_2s_PC.eaf;00:09:13.853;;;13;2;;Height;;;;;;från låg till högre typ;;
bi12_2s_PC.eaf;00:09:14.405;;;13;2;låg;Height;1;vert;flat H;1;;från låg till högre typ;;
bi12_2s_PC.eaf;00:09:15.378;;;13;2;högre;Height;1;vert;flat H;1;;från låg till högre typ;;
bi12_2s_PC.eaf;00:09:49.100;;;14;;;;;;;;;;;
bi12_2s_PC.eaf;00:09:49.663;;;14;1;;Brightness;;;;;;manlig ganska mörk ton;;
bi12_2s_PC.eaf;00:09:50.735;;;14;1;mörk;Brightness;0;;;;;manlig ganska mörk ton;;
bi12_2s_PC.eaf;00:09:54.900;;;14;2;;Brightness;;;;;;en mer ganska ljus röst;;
bi12_2s_PC.eaf;00:09:56.226;;;14;2;ljus;Brightness;0;;;;;en mer ganska ljus röst;;
bi12_2s_PC.eaf;00:10:11.900;;;15;;;;;;;;;;;
bi12_2s_PC.eaf;00:10:18.086;;;15;1;;Brightness;;;;;;den adnra är ganska ljus röst;;
bi12_2s_PC.eaf;00:10:20.559;;;15;1;ljus;Brightness;0;;;;;den adnra är ganska ljus röst;;
bi13_1s_PC.eaf;00:00:35.200;;;1;;;;;;;;;;;"uses ""thin"" with vertical/size gestures (trial 8)"
bi13_1s_PC.eaf;00:00:43.620;;;1;1;går upp;Height;1;vert;open;2;;när tonen går upp;;"uses ""thin"" with vertical/size gestures (trial 8)"
bi13_1s_PC.eaf;00:02:05.480;;;2;;;;;;;;;;;
bi13_1s_PC.eaf;00:04:28.200;;;3;;;;;;;;;;;
bi13_1s_PC.eaf;00:05:04.800;;;4;;;;;;;;;;;
bi13_1s_PC.eaf;00:05:43.600;;;5;;;;;;;;;;;
bi13_1s_PC.eaf;00:07:33.300;;;6;;;;;;;;;;;
bi13_1s_PC.eaf;00:09:23.700;;;7;;;;;;;;;;;
bi13_1s_PC.eaf;00:09:32.040;;;7;1;;;;;;;;den andra mycket smallare ton;;
bi13_1s_PC.eaf;00:09:35.150;;;7;1;smallare;Thickness;0;;;;;den andra mycket smallare ton;;
bi13_1s_PC.eaf;00:10:12.500;;;8;;;;;;;;;;;
bi13_1s_PC.eaf;00:10:31.180;;;8;1;smallare;Thickness;1;vert;wide grip;2;vert and size;smallare ton;;
bi13_1s_PC.eaf;00:11:00.500;;;9;;;;;;;;;;;
bi13_1s_PC.eaf;00:11:31.600;;;10;;;;;;;;;;;
bi13_1s_PC.eaf;00:11:34.580;;;10;1;;Thickness;;;;;;först denna tunnare smallare;;
bi13_1s_PC.eaf;00:11:35.940;;;10;1;tunnare;Thickness;1;vert;open;2;vert and size;först denna tunnare smallare;;
bi13_1s_PC.eaf;00:12:25.100;;;11;;;;;;;;;;;
bi13_1s_PC.eaf;00:13:23.900;;;12;;;;;;;;;;;
bi13_1s_PC.eaf;00:14:12.800;;;13;;;;;;;;;;;
bi13_1s_PC.eaf;00:15:24.100;;;14;;;;;;;;;;;
bi13_1s_PC.eaf;00:15:26.300;;;14;1;;Thickness;;;;;;ena mera bastant;;
bi13_1s_PC.eaf;00:15:26.820;;;14;1;bastant;Thickness;1;none;open;2;;ena mera bastant;;
bi13_1s_PC.eaf;00:15:28.370;;;14;2;mjukare;Other;1;none;open;2;;den andra lite mera mjukare;softness;
bi13_1s_PC.eaf;00:16:37.700;;;15;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:00:26.527;;;;;;;;;;;Confederate asks what the tonal qualities are of the two sounds. You might want to exclude the following description as it is an answer to this question. ;;;
bi13_2t_AG_PC.eaf;00:00:33.745;;;1;1;;;;;;;;Yasi buyuk olanin biraz daha sey... olgun, daha kalin;;
bi13_2t_AG_PC.eaf;00:00:35.873;;;1;1;kalin;Thickness;1;none;wide grip;1;;Yasi buyuk olanin biraz daha sey... olgun, daha kalin;;
bi13_2t_AG_PC.eaf;00:01:24.100;;;;;;;;;;;Nothing in trial 2;;;
bi13_2t_AG_PC.eaf;00:03:27.550;;;;;;;;;;;Nothing in trial 3;;;
bi13_2t_AG_PC.eaf;00:04:27.643;;;4;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:04:28.101;;;4;1;;;;;;;;Birinci ses kadin, ince;;
bi13_2t_AG_PC.eaf;00:04:29.169;;;4;1;ince;Thickness;0;;;;;Birinci ses kadin, ince;;
bi13_2t_AG_PC.eaf;00:04:29.591;;;4;2;;;;;;;;Ikinci ses erkek, biraz daha kalinca;;
bi13_2t_AG_PC.eaf;00:04:30.999;;;4;2;kalinca;Thickness;1;size;open;2;;Ikinci ses erkek, biraz daha kalinca;kalinca = thickish, thick + ish;
bi13_2t_AG_PC.eaf;00:05:18.100;;;;;;;;;;;Nothing in trial 5;;;
bi13_2t_AG_PC.eaf;00:07:11.341;;;6;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:07:12.012;;;6;1;kalin;Thickness;0;;;;;"Kalin, ""bastant"" (swe) bir erkek sesi birinci";;
bi13_2t_AG_PC.eaf;00:07:12.012;;;6;1;;;;;;;;"Kalin, ""bastant"" (swe) bir erkek sesi birinci";;
bi13_2t_AG_PC.eaf;00:07:13.923;;;6;2;;;;;;;"Attention! The word ""thin"" is not describing attributes of the woman! Both ""woman"" and ""thin"" are descriptions of the sound.";Ikincisi de ince bir bayan;;
bi13_2t_AG_PC.eaf;00:07:14.449;;;6;2;ince;Thickness;0;;;;"Attention! The word ""thin"" is not describing attributes of the woman! Both ""woman"" and ""thin"" are descriptions of the sound.";Ikincisi de ince bir bayan;;
bi13_2t_AG_PC.eaf;00:07:57.341;;;7;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:07:57.776;;;7;1;;;;;;;;Kadin, ince;;
bi13_2t_AG_PC.eaf;00:07:58.301;;;7;1;ince;Thickness;1;none;open;1;;Kadin, ince;;
bi13_2t_AG_PC.eaf;00:08:10.052;;;7;2;;;;;;;;"Yine kalin, ""bastant"" (swe)";;
bi13_2t_AG_PC.eaf;00:08:10.396;;;7;2;kalin;Thickness;1;none;wide grip;1;;"Yine kalin, ""bastant"" (swe)";;
bi13_2t_AG_PC.eaf;00:08:35.441;;;8;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:08:36.057;;;8;1;;;;;;;;"Erkek ""bastant"" (swe), kalin";;
bi13_2t_AG_PC.eaf;00:08:37.759;;;8;1;kalin;Thickness;1;none;open;2;;"Erkek ""bastant"" (swe), kalin";;
bi13_2t_AG_PC.eaf;00:08:38.989;;;8;2;;;;;;;;Kiz yine ??? ince, ciglik seklinde;;
bi13_2t_AG_PC.eaf;00:08:41.664;;;8;2;ince;Thickness;1;vert;open;1;;Kiz yine ??? ince, ciglik seklinde;;
bi13_2t_AG_PC.eaf;00:09:07.641;;;9;;;;;;;;;;;
bi13_2t_AG_PC.eaf;00:09:08.051;;;9;1;;;;;;;;Bir, biraz daha orta yas, kalin;;
bi13_2t_AG_PC.eaf;00:09:13.366;;;9;1;kalin;Thickness;1;none;wide grip;1;;Bir, biraz daha orta yas, kalin;;
bi13_2t_AG_PC.eaf;00:09:13.901;;;9;2;;;;;;;;Gencin ki biraz daha sey, ince;;
