File;Time;Language;Order;Trial;Part;Words;Metaphor;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Grammar;General comments
bi15_2t_AG_PC.eaf;00:06:00.781;;;9;2;;;;;;;;Ikinci seste baya baya acik bir...;;
bi15_2t_AG_PC.eaf;00:06:02.196;;;9;2;acik;Brightness;1;none;open;1;;Ikinci seste baya baya acik bir...;;
bi15_2t_AG_PC.eaf;00:07:06.150;;;10;1;;;;;;;;Ikiside baya acik yani,  tiz;;
bi15_2t_AG_PC.eaf;00:07:07.150;;;10;1;acik;Brightness;1;size;open;2;;Ikiside baya acik yani,  tiz;;
bi15_2t_AG_PC.eaf;00:07:20.285;;;11;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:07:21.292;;;11;1;;;;;;;;Ilk ses baya baya koyu bir erkek sesi;;
bi15_2t_AG_PC.eaf;00:07:23.268;;;11;1;koyu;Brightness;1;none;other;2;;Ilk ses baya baya koyu bir erkek sesi;;
bi15_2t_AG_PC.eaf;00:07:28.656;;;11;2;;;;;;;;Ikinci ses ortadan bir tik daha acik bir kadin sesi;;
bi15_2t_AG_PC.eaf;00:07:32.223;;;11;2;acik;Brightness;1;none;open;2;;Ikinci ses ortadan bir tik daha acik bir kadin sesi;;
bi15_2t_AG_PC.eaf;00:08:06.330;;;12;1;;;;;;;;Erkek sesi biraz daha koyu;;
bi15_2t_AG_PC.eaf;00:08:07.949;;;12;1;koyu;Brightness;1;none;open;1;;Erkek sesi biraz daha koyu;;
bi15_2t_AG_PC.eaf;00:08:35.359;;;13;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:08:35.990;;;13;1;;Brightness;;;;;;Ilki baya koyu bir ses;;
bi15_2t_AG_PC.eaf;00:08:36.928;;;13;1;koyu;Brightness;1;none;narrow grip;1;;Ilki baya koyu bir ses;;
bi15_2t_AG_PC.eaf;00:08:38.162;;;13;2;;Brightness;;;;;;Ikincisi o koyudan biraz daha acik bir ses;;
bi15_2t_AG_PC.eaf;00:08:40.193;;;13;2;acik;Brightness;1;none;open;1;;Ikincisi o koyudan biraz daha acik bir ses;;
bi15_2t_AG_PC.eaf;00:08:41.220;;;13;3;;Brightness;;;;;;Ama ikiside baya koyu yani;;
bi15_2t_AG_PC.eaf;00:08:42.084;;;13;3;koyu;Brightness;1;none;open;2;;Ama ikiside baya koyu yani;;
bi15_2t_AG_PC.eaf;00:09:17.359;;;14;;;;;;;;;;;
bi15_2t_AG_PC.eaf;00:09:17.964;;;14;1;;;;;;;;Ilki koyu;;
bi15_2t_AG_PC.eaf;00:09:18.647;;;14;1;koyu;Brightness;1;none;neutral grip;1;;Ilki koyu;;
bi15_2t_AG_PC.eaf;00:09:19.904;;;14;2;;;;;;;;Ikincisi acik, tiz bir ses;;
bi15_2t_AG_PC.eaf;00:09:21.770;;;14;2;acik;Brightness;1;none;open;2;;Ikincisi acik, tiz bir ses;;
bi15_2t_AG_PC.eaf;00:10:07.890;;;15;1;;;;;;;;Ikiside acik, tiz kadin sesleri;;
bi15_2t_AG_PC.eaf;00:10:09.977;;;15;1;acik;Brightness;1;none;open;1;;Ikiside acik, tiz kadin sesleri;;
bi16_1t_AG_PC.eaf;00:00:46.978;;;;;inceden;;1;none;neutral grip;2;;;inceden = thin + ablativ;
bi16_1t_AG_PC.eaf;00:00:46.980;;;1;1;;Thickness;;;;;;Inceden inceye dogru gidiyordu;;
bi16_1t_AG_PC.eaf;00:00:47.410;;;1;1;inceydi;Thickness;1;none;neutral grip;2;;Inceden inceye dogru gidiyordu;inceye = thin + dative;
bi16_1t_AG_PC.eaf;00:01:08.568;;;2;1;;;;;;;;Tizden kalina gecti;;
bi16_1t_AG_PC.eaf;00:01:09.132;;;2;1;kalin;Thickness;1;none;wide grip;2;;Tizden kalina gecti;kalina = thick + dative;
bi16_1t_AG_PC.eaf;00:01:52.343;;;3;1;;;;;;;;Bu da iki kalin sesti;;
bi16_1t_AG_PC.eaf;00:01:52.871;;;3;1;kalin;Thickness;1;none;neutral grip;2;gesture slightly after;Bu da iki kalin sesti;;
bi16_1t_AG_PC.eaf;00:02:17.814;;;4;1;;;;;;;;Bu da orta gibiydi;;
bi16_1t_AG_PC.eaf;00:02:41.611;;;5;1;;;;;;;;Bu da orta gibiydi;;
bi16_1t_AG_PC.eaf;00:03:08.107;;;6;1;kalin;Thickness;1;none;other;2;gesture continues;Kalin;;
bi16_1t_AG_PC.eaf;00:03:28.650;;;;;;;;;;;Nothing in trial 7;;;
bi16_1t_AG_PC.eaf;00:03:59.163;;;8;1;;Thickness;;;;;;Tamamen ayni, iki kalin;;
bi16_1t_AG_PC.eaf;00:04:00.254;;;8;1;kalin;Thickness;0;;;;;Tamamen ayni, iki kalin;;
bi16_1t_AG_PC.eaf;00:04:28.760;;;9;;;;;;;;;;;
bi16_1t_AG_PC.eaf;00:04:28.954;;;9;1;;;;;;;;Ilk ses cok inceydi;;
bi16_1t_AG_PC.eaf;00:04:29.718;;;9;1;inceydi;Thickness;1;none;other;2;;Ilk ses cok inceydi;inceydi = thin + past tense;
bi16_1t_AG_PC.eaf;00:04:32.031;;;9;2;;;;;;;;Ikinci seste inceydi;;
bi16_1t_AG_PC.eaf;00:04:33.884;;;9;2;inceydi;Thickness;1;none;neutral grip;1;;Ikinci seste inceydi;inceydi = thin + past tense;
bi16_1t_AG_PC.eaf;00:04:55.565;;;10;1;;;;;;;;Bu ikiside böyle inceydi;;
bi16_1t_AG_PC.eaf;00:04:56.448;;;10;1;inceydi;Thickness;0;;;;;Bu ikiside böyle inceydi;inceydi = thin + past tense;
bi16_1t_AG_PC.eaf;00:05:40.059;;;11;;;;;;;;;;;
bi16_1t_AG_PC.eaf;00:05:40.230;;;11;1;;;;;;;;Ilki kalin;;
bi16_1t_AG_PC.eaf;00:05:40.607;;;11;1;kalin;Thickness;0;;;;;Ilki kalin;;
bi16_1t_AG_PC.eaf;00:05:40.907;;;11;2;;;;;;;;Ikincisi ince;;
bi16_1t_AG_PC.eaf;00:05:41.510;;;11;2;ince;Thickness;0;;;;;Ikincisi ince;;
bi16_1t_AG_PC.eaf;00:06:11.809;;;12;;;;;;;;;;;
bi16_1t_AG_PC.eaf;00:06:12.072;;;12;1;;;;;;;;Biri cok kalin;;
bi16_1t_AG_PC.eaf;00:06:12.457;;;12;1;kalin;Thickness;0;;;;;Biri cok kalin;;
bi16_1t_AG_PC.eaf;00:06:12.698;;;12;2;;;;;;;;Biri cok ince;;
bi16_1t_AG_PC.eaf;00:06:13.064;;;12;2;ince;Thickness;0;;;;;Biri cok ince;;
bi16_1t_AG_PC.eaf;00:06:17.476;;;;;;;;;;;This is not a a first description, but a repetition after the confederate asks questions. But look at the gesture!;;;
bi16_1t_AG_PC.eaf;00:06:40.418;;;13;1;;;;;;;;Iki böyle ince ses;;
bi16_1t_AG_PC.eaf;00:06:40.985;;;13;1;ince;Thickness;1;none;open;2;;Iki böyle ince ses;;
bi16_1t_AG_PC.eaf;00:07:12.700;;;14;1;;;;;;;;Cok inceden cok kalina;;
bi16_1t_AG_PC.eaf;00:07:12.979;;;14;1;inceden;Thickness;0;;;;;Cok inceden cok kalina;inceden = thin + ablative;
bi16_1t_AG_PC.eaf;00:07:13.733;;;14;1;kalina;Thickness;1;vert;wide grip;2;gesture after;Cok inceden cok kalina;kalina = thick + dative;
bi16_1t_AG_PC.eaf;00:07:31.601;;;15;;;;;;;;;;;
bi16_1t_AG_PC.eaf;00:07:31.882;;;15;1;;Thickness;;;;;;Cok kalindan cok inceye;;
bi16_1t_AG_PC.eaf;00:07:32.228;;;15;1;kalindan;Thickness;1;vert;open;1;see next;Cok kalindan cok inceye;kalindan = thick + ablative;
bi16_1t_AG_PC.eaf;00:07:33.352;;;15;1;inceye;Thickness;1;vert;open;1;see before;Cok kalindan cok inceye;inceye = thin + dative;
bi16_1t_AG_PC.eaf;00:07:34.375;;;15;2;;Thickness;;;;;;Ilki cok kalin;;
bi16_1t_AG_PC.eaf;00:07:35.193;;;15;2;kalin;Thickness;1;vert;open;1;;Ilki cok kalin;;
bi16_1t_AG_PC.eaf;00:07:36.132;;;15;3;;Thickness;;;;;;Digeri cok inceydi;;
bi16_1t_AG_PC.eaf;00:07:36.745;;;15;3;inceydi;Thickness;0;vert;;;;Digeri cok inceydi;inceydi = thin + past tense;
bi16_2s_PC.eaf;00:00:15.800;;;1;;;;;;;;;;;participant uses several metaphors, e.g. brightness, thickness and height in trial 3
bi16_2s_PC.eaf;00:00:19.260;;;1;1;tyngre;Other;1;size;wide grip;2;;lite tyngre toner;weight;participant uses several metaphors, e.g. brightness, thickness and height in trial 3
bi16_2s_PC.eaf;00:00:19.260;;;1;1;;Other;;;;;;lite tyngre toner;weight;participant uses several metaphors, e.g. brightness, thickness and height in trial 3
bi16_2s_PC.eaf;00:00:22.420;;;1;2;;Other;;;;;;den sista var tyngre än den första;weight;participant uses several metaphors, e.g. brightness, thickness and height in trial 3
bi16_2s_PC.eaf;00:00:23.130;;;1;2;tyngre;Other;1;none;wide grip;1;;den sista var tyngre än den första;weight;participant uses several metaphors, e.g. brightness, thickness and height in trial 3
bi16_2s_PC.eaf;00:00:24.460;;;1;2;första;Other;1;none;wide grip;1;;den sista var tyngre än den första;weight;participant uses several metaphors, e.g. brightness, thickness and height in trial 3
bi16_2s_PC.eaf;00:00:37.200;;;2;;;;;;;;;;;
bi16_2s_PC.eaf;00:00:41.640;;;2;1;tyngre;Other;1;size;neutral grip;2;;altså tyngre;weight;
bi16_2s_PC.eaf;00:01:04.600;;;3;;;;;;;;;;;
bi16_2s_PC.eaf;00:01:04.800;;;3;1;;Brightness;;;;;;nu var det två ljusare toner;;
bi16_2s_PC.eaf;00:01:05.940;;;3;1;ljusare;Brightness;1;none;neutral grip;2;;nu var det två ljusare toner;;
bi16_2s_PC.eaf;00:01:11.760;;;3;2;;Thickness;;;;;;den sista var tunnare än den första;;
bi16_2s_PC.eaf;00:01:12.660;;;3;2;tunnare;Thickness;1;none;neutral grip;1;gesture by right hand, left belongs to next;den sista var tunnare än den första;;
bi16_2s_PC.eaf;00:01:13.840;;;3;2;första;Thickness;1;none;neutral grip;1;see before;den sista var tunnare än den första;;
bi16_2s_PC.eaf;00:01:52.800;;;4;;;;;;;;;;;
bi16_2s_PC.eaf;00:01:54.640;;;4;1;;Thickness;;;;;;första var den tunnaste;;
bi16_2s_PC.eaf;00:01:55.740;;;4;1;tunnaste;Thickness;1;size;narrow grip;2;;första var den tunnaste;;
bi16_2s_PC.eaf;00:02:00.300;;;4;2;;Thickness;;;;;;men fortfarande tunn;;
bi16_2s_PC.eaf;00:02:00.980;;;4;2;tunn;Thickness;1;none;open;1;;men fortfarande tunn;;
bi16_2s_PC.eaf;00:02:20.200;;;5;;;;;;;;;;;
bi16_2s_PC.eaf;00:02:21.600;;;5;1;;Thickness;;;;;;andra tunn;;
bi16_2s_PC.eaf;00:02:22.120;;;5;1;tunn;Thickness;1;none;open;1;;andra tunn;;
bi16_2s_PC.eaf;00:03:19.100;;;6;;;;;;;;;;;
bi16_2s_PC.eaf;00:03:21.170;;;6;1;tunna;Thickness;0;;;;;tunna;;
bi16_2s_PC.eaf;00:03:50.300;;;7;;;;;;;;;;;
bi16_2s_PC.eaf;00:04:03.570;;;7;1;;Other;;;;;;två tyngre basser;weight;
bi16_2s_PC.eaf;00:04:03.980;;;7;1;tyngre;Other;1;vert;wide grip;2;;två tyngre basser;weight;
bi16_2s_PC.eaf;00:04:41.400;;;8;;;;;;;;;;;
bi16_2s_PC.eaf;00:04:43.280;;;8;1;;Thickness;;;;;;en tunn;;
bi16_2s_PC.eaf;00:04:43.480;;;8;1;tunn;Thickness;1;vert;wide grip;1;;en tunn;;
bi16_2s_PC.eaf;00:04:58.000;;;9;;;;;;;;;;;
bi16_2s_PC.eaf;00:04:59.060;;;9;1;tunn;Thickness;1;vert;narrow grip;1;;en jätte tunn;;
bi16_2s_PC.eaf;00:05:00.140;;;9;2;tyngre;Other;1;vert;wide grip;1;gesture at the end, compare with prior;och en jätte . eh. tyngre;weight;
bi16_2s_PC.eaf;00:05:22.000;;;10;;;;;;;;;;;
bi16_2s_PC.eaf;00:05:23.540;;;10;1;tunnare;Thickness;1;none;wide grip;2;;en lite tunnare;;
bi16_2s_PC.eaf;00:05:31.160;;;10;2;;Other;;;;;;någon;weight;
bi16_2s_PC.eaf;00:05:31.690;;;10;2;tyngre;Other;1;none;neutral grip;2;gesture starts slightly before;någon;weight;
bi16_2s_PC.eaf;00:06:00.600;;;11;;;;;;;;;;;
bi16_2s_PC.eaf;00:06:03.260;;;11;1;;Thickness;;;;;;den första var  . tunnare;;
bi16_2s_PC.eaf;00:06:05.300;;;11;1;tunnare;Thickness;1;none;narrow grip;2;;den första var  . tunnare;;
bi16_2s_PC.eaf;00:06:06.070;;;11;2;tyngre;Other;1;none;neutral grip;1;gesture left hand;den andra lite tyngre;weight;
bi16_2s_PC.eaf;00:06:21.100;;;12;;;;;;;;;;;
bi16_2s_PC.eaf;00:06:21.700;;;12;1;;Thickness;;;;;;två tunna;;
bi16_2s_PC.eaf;00:06:22.300;;;12;1;tunna;Thickness;1;vert;other;1;;två tunna;;
bi16_2s_PC.eaf;00:07:02.500;;;13;;;;;;;;;;;
bi16_2s_PC.eaf;00:07:04.080;;;13;1;;Other;;;;;;lite tyngre;weight;
bi16_2s_PC.eaf;00:07:04.500;;;13;1;tyngre;Other;1;none;neutral grip;1;;lite tyngre;weight;
bi16_2s_PC.eaf;00:07:05.890;;;13;2;;Other;;;;;;och lite svagare;strength;
bi16_2s_PC.eaf;00:07:06.050;;;13;2;svagare;Other;1;vert;neutral grip;1;compare with prior;och lite svagare;strength;
bi16_2s_PC.eaf;00:07:28.100;;;14;;;;;;;;;;;
bi16_2s_PC.eaf;00:07:28.450;;;14;1;;Other;;;;;;två svaga tunna;strength;
bi16_2s_PC.eaf;00:07:29.120;;;14;1;svaga;Other;1;vert;narrow grip;1;gesture sligthly after;två svaga tunna;strength;
bi16_2s_PC.eaf;00:07:33.070;;;14;2;tunn;Thickness;1;vert;narrow grip;1;;väldigt tunn;;
bi16_2s_PC.eaf;00:07:34.060;;;14;3;;Thickness;;;;;;och den andra eh. också tunn;;
bi16_2s_PC.eaf;00:07:35.300;;;14;3;tunn;Thickness;1;vert;narrow grip;1;;och den andra eh. också tunn;;
bi16_2s_PC.eaf;00:08:00.100;;;15;;;;;;;;;;;
bi16_2s_PC.eaf;00:08:12.280;;;15;1;;Thickness;;;;;;smallare än den andra;;
bi16_2s_PC.eaf;00:08:12.360;;;15;1;smallare;Thickness;1;vert;wide grip;1;gesture right hand;smallare än den andra;;
bi16_2s_PC.eaf;00:08:12.940;;;15;1;andra;Thickness;1;vert;wide grip;1;gesture left hand;smallare än den andra;;
bi2_1t_AG_PC.eaf;00:01:01.900;;;;;;;;;;;Nothing in trial 1;;;
bi2_1t_AG_PC.eaf;00:02:46.600;;;;;;;;;;;Nothing in trial 2;;;
bi2_1t_AG_PC.eaf;00:04:53.350;;;;;;;;;;;Nothing in trial 3;;;
bi2_1t_AG_PC.eaf;00:07:16.635;;;;;;;;;;;"The confederate asks ""What is the difference between the first and the second one?"" So I don't know if the participants answer should be included or not, but I'll mark it anyway for the moment.";;;
bi2_1t_AG_PC.eaf;00:07:19.477;;;;1;;;;;;;;Ilki daha yuksek yine;;
bi2_1t_AG_PC.eaf;00:07:20.018;;;;1;yuksek;;;;;;;Ilki daha yuksek yine;;
bi2_1t_AG_PC.eaf;00:07:20.994;;;;2;;;;;;;;Ikinci bu sefer daha dusuk;;
bi2_1t_AG_PC.eaf;00:07:22.246;;;;2;dusuk;;;;;;;Ikinci bu sefer daha dusuk;;
bi2_1t_AG_PC.eaf;00:08:41.455;;;;;;;;;;;The confederate asks what difference there is between the first and the second sound. So I don't know if the participants answer should be included or not, but I'll mark it anyway for the moment.;;;
bi2_1t_AG_PC.eaf;00:08:50.108;;;;1;;;;;;;;Ikinci daha ince bir ses;;
bi2_1t_AG_PC.eaf;00:08:50.707;;;;1;ince;;;;;;;Ikinci daha ince bir ses;;
bi2_1t_AG_PC.eaf;00:08:52.073;;;;2;;;;;;;;Ilki daha kalin;;
bi2_1t_AG_PC.eaf;00:08:52.678;;;;2;kalin;;;;;;;Ilki daha kalin;;
bi2_1t_AG_PC.eaf;00:09:06.669;;;6;;;;;;;;;;;
bi2_1t_AG_PC.eaf;00:09:06.669;;;6;1;;Thickness;;;;;;Ilki kalin;;
bi2_1t_AG_PC.eaf;00:09:07.054;;;6;1;kalin;Thickness;1;none;other;1;;Ilki kalin;;
bi2_1t_AG_PC.eaf;00:09:08.132;;;6;2;;Thickness;;;;;;Ikinci ondan daha baskin bir kalin;;
bi2_1t_AG_PC.eaf;00:09:09.880;;;6;2;kalin;Thickness;1;none;wide grip;1;;Ikinci ondan daha baskin bir kalin;;
bi2_1t_AG_PC.eaf;00:09:43.107;;;7;1;;Thickness;;;;;;Ilk daha böyle bir ince bir tonda;;
bi2_1t_AG_PC.eaf;00:09:43.984;;;7;1;ince;Thickness;1;none;narrow grip;1;;Ilk daha böyle bir ince bir tonda;;
bi2_1t_AG_PC.eaf;00:10:25.481;;;;;;;;;;;Nothing in trial 8;;;
bi2_1t_AG_PC.eaf;00:11:54.087;;;9;1;;Thickness;;;;;;Daha ince;;
bi2_1t_AG_PC.eaf;00:11:54.378;;;9;1;ince;Thickness;1;none;neutral grip;1;;Daha ince;;
bi2_1t_AG_PC.eaf;00:12:19.657;;;10;;;;;;;;;;;
bi2_1t_AG_PC.eaf;00:12:19.657;;;10;1;;Thickness;;;;;;Ikiside ince;;
bi2_1t_AG_PC.eaf;00:12:20.341;;;10;1;ince;Thickness;0;;;;;Ikiside ince;;
bi2_1t_AG_PC.eaf;00:12:21.777;;;10;2;;Thickness;;;;;;Ikinci daha böyle bir... sey... yani hepten ince;;
bi2_1t_AG_PC.eaf;00:12:31.765;;;10;2;ince;Thickness;0;;;;;Ikinci daha böyle bir... sey... yani hepten ince;;
bi2_1t_AG_PC.eaf;00:13:00.932;;;11;1;kalin;Brightness;0;;;;;Kalin;;
bi2_1t_AG_PC.eaf;00:13:00.932;;;11;;;;;;;;;;;
bi2_1t_AG_PC.eaf;00:13:02.190;;;11;2;;Brightness;;;;;;Ikinci koro, ince;;
bi2_1t_AG_PC.eaf;00:13:04.370;;;11;2;ince;Brightness;0;;;;;Ikinci koro, ince;;
bi2_1t_AG_PC.eaf;00:13:20.860;;;12;1;;Other;;;;;;"Fakat ikinci daha bir böyle bir ""a""yi daha bir yumsak ve daha yuksek söyluyor";;
bi2_1t_AG_PC.eaf;00:13:25.905;;;12;1;yumsak;Other;1;none;neutral grip;1;;"Fakat ikinci daha bir böyle bir ""a""yi daha bir yumsak ve daha yuksek söyluyor";soft;
bi2_1t_AG_PC.eaf;00:13:49.085;;;;;;;;;;;"Confederate asks ""how do you perceive it"". I'll mark the following speech by the participant but you might not want to include it because of the confederate interrupting. ";;;
bi2_1t_AG_PC.eaf;00:13:51.243;;;;1;;Height;;;;;;Biri daha böyle bir yukseliyor;;
bi2_1t_AG_PC.eaf;00:13:52.142;;;;1;yukseliyor;Height;;;;;;Biri daha böyle bir yukseliyor;yukseliyor = is becoming more high / ascending;
bi2_1t_AG_PC.eaf;00:15:27.821;;;14;1;;Height;;;;;;Ikincide daha böyle bir o sesten böyle bir yukselis var;;
bi2_1t_AG_PC.eaf;00:15:30.636;;;14;1;yukselis;Height;1;none;neutral grip;1;;Ikincide daha böyle bir o sesten böyle bir yukselis var;yukselis = a rise;
bi2_1t_AG_PC.eaf;00:15:51.460;;;;;;;;;;;Confederate asks for elaboration. I'll mark the answers but you might want to exclude.;;;
bi2_1t_AG_PC.eaf;00:15:54.094;;;;;ince;;;;;;;;;
bi2_1t_AG_PC.eaf;00:15:54.097;;;;1;;;;;;;;Ince. Ikiside ince cikartiyor.;;
bi2_2s_PC.eaf;00:00:14.084;;;1;;;;;;;;;;;
bi2_2s_PC.eaf;00:00:14.170;;;1;1;;Brightness;;;;;;ett är mörkare i tonen;;
bi2_2s_PC.eaf;00:00:15.070;;;1;1;mörkare;Brightness;1;none;neutral grip;1;;ett är mörkare i tonen;;
bi2_2s_PC.eaf;00:00:18.710;;;1;2;;Other;;;;;;medans två är mjukare;softer;
bi2_2s_PC.eaf;00:00:19.615;;;1;2;mjukare;Other;1;none;neutral grip;1;;medans två är mjukare;softer;
bi2_2s_PC.eaf;00:00:59.700;;;2;;;;;;;;;;;
bi2_2s_PC.eaf;00:01:05.470;;;2;1;;;;;;;;lite mer så här höjd ton;;
bi2_2s_PC.eaf;00:01:06.550;;;2;1;höjd;Height;1;vert;open;1;;lite mer så här höjd ton;;
bi2_2s_PC.eaf;00:01:15.450;;;2;2;;Brightness;;;;;;mycket mörkare mörkare ton;;
bi2_2s_PC.eaf;00:01:15.930;;;2;2;mörkare;Brightness;1;vert;flat H;1;;mycket mörkare mörkare ton;;
bi2_2s_PC.eaf;00:01:29.750;;;3;;;;;;;;;;;
bi2_2s_PC.eaf;00:01:32.310;;;3;1;;;;;;;;;;
bi2_2s_PC.eaf;00:01:32.310;;;3;1;;Other;;;;;;men ett känns starkare ( ) (tvåaren);;
bi2_2s_PC.eaf;00:01:34.340;;;3;1;starkare;Other;1;none;neutral grip;1;;men ett känns starkare ( ) (tvåaren);;
bi2_2s_PC.eaf;00:01:35.510;;;3;1;?;Other;1;none;open;1;;men ett känns starkare ( ) (tvåaren);;
bi2_2s_PC.eaf;00:02:41.850;;;4;;;;;;;;;;;
bi2_2s_PC.eaf;00:02:42.710;;;4;1;;Brightness;;;;;;etteren är mörkare i tonen (  ) (tvåaren);;
bi2_2s_PC.eaf;00:02:43.210;;;4;1;mörkare;Brightness;0;;;;;etteren är mörkare i tonen (  ) (tvåaren);;
bi2_2s_PC.eaf;00:03:55.750;;;5;;;;;;;;;;;
bi2_2s_PC.eaf;00:03:56.370;;;5;1;;Other;;;;;;etteren känns lite mer (sträd) i tonen;;
bi2_2s_PC.eaf;00:03:58.265;;;5;1;(sträd);Other;1;none;other;1;;etteren känns lite mer (sträd) i tonen;;
bi2_2s_PC.eaf;00:05:17.250;;;6;;;;;;;;;;;
bi2_2s_PC.eaf;00:05:19.700;;;6;1;;Other;;;;;;fast etteren är mjukare;;
bi2_2s_PC.eaf;00:05:20.370;;;6;1;mjukare;Other;0;;;;;fast etteren är mjukare;;
bi2_2s_PC.eaf;00:06:00.100;;;7;;;;;;;;;;;
bi2_2s_PC.eaf;00:06:59.750;;;8;;;;;;;;;;;
bi2_2s_PC.eaf;00:07:01.460;;;8;1;;Brightness;;;;;;etteren väldigt väldigt mörk ton;;
bi2_2s_PC.eaf;00:07:02.310;;;8;1;mörk;Brightness;0;;;;;etteren väldigt väldigt mörk ton;;
bi2_2s_PC.eaf;00:07:08.730;;;8;2;;Brightness;;;;;;tvåaren är väldigt väldigt ljus ton;;
bi2_2s_PC.eaf;00:07:10.080;;;8;2;ljus;Brightness;0;;;;;tvåaren är väldigt väldigt ljus ton;;
bi2_2s_PC.eaf;00:07:31.000;;;9;;;;;;;;;;;
bi2_2s_PC.eaf;00:07:31.620;;;9;1;;Brightness;;;;;;båda två är ju . ljusa;;
bi2_2s_PC.eaf;00:07:33.660;;;9;1;ljusa;Brightness;1;none;open;2;;båda två är ju . ljusa;;
bi2_2s_PC.eaf;00:08:15.200;;;10;;;;;;;;;;;
bi2_2s_PC.eaf;00:08:16.380;;;10;1;;Brightness;;;;;;etteren är väldigt väldigt ljus ;;
bi2_2s_PC.eaf;00:08:17.720;;;10;1;ljus;Brightness;0;;;;;etteren är väldigt väldigt ljus ;;
bi2_2s_PC.eaf;00:08:18.380;;;10;2;;Brightness;;;;;;tvåaren är väldigt väldigt mörk ton;;
bi2_2s_PC.eaf;00:08:19.915;;;10;2;mörk;Brightness;0;;;;;tvåaren är väldigt väldigt mörk ton;;
bi2_2s_PC.eaf;00:08:58.150;;;11;;;;;;;;;;;
bi2_2s_PC.eaf;00:09:05.100;;;11;1;;Height;;;;;;som eh höja typ;;
bi2_2s_PC.eaf;00:09:05.950;;;11;1;höja;Height;1;none;none;1;;som eh höja typ;;
bi2_2s_PC.eaf;00:09:42.100;;;12;;;;;;;;;;;
bi2_2s_PC.eaf;00:09:44.730;;;12;1;;Brightness;;;;;;fast etteren är eh mörkare i tonen ( );;
bi2_2s_PC.eaf;00:09:46.380;;;12;1;mörkare;Brightness;0;;;;;fast etteren är eh mörkare i tonen ( );;
bi2_2s_PC.eaf;00:10:15.100;;;13;;;;;;;;;;;
bi2_2s_PC.eaf;00:10:18.260;;;13;1;;Brightness;;;;;;tvåaren är ljusare i tonen;;
bi2_2s_PC.eaf;00:10:18.855;;;13;1;ljusare;Brightness;0;;;;;tvåaren är ljusare i tonen;;
bi2_2s_PC.eaf;00:10:48.700;;;14;;;;;;;;;;;
bi2_2s_PC.eaf;00:10:50.130;;;14;1;;Brightness;;;;;;etteren väldigt eh ljus;;
bi2_2s_PC.eaf;00:10:51.595;;;14;1;ljus;Brightness;0;;;;;etteren väldigt eh ljus;;
bi2_2s_PC.eaf;00:10:53.660;;;14;2;;Brightness;;;;;;och tvåaren är väldigt mörk;;
bi2_2s_PC.eaf;00:10:54.825;;;14;2;mörk;Brightness;1;vert;neutral grip;1;see context;och tvåaren är väldigt mörk;;
bi2_2s_PC.eaf;00:11:17.200;;;15;;;;;;;;;;;
bi2_2s_PC.eaf;00:11:18.670;;;15;1;;Brightness;;;;;;båda två är ljusa i tonen;;
bi2_2s_PC.eaf;00:11:19.225;;;15;1;ljusa;Brightness;0;;;;;båda två är ljusa i tonen;;
bi2_2s_PC.eaf;00:11:29.210;;;15;1;;Height;;;;;;första höjer;;
bi2_2s_PC.eaf;00:11:29.580;;;15;1;höjer;Height;1;vert;flat H;1;;första höjer;;
bi2_2s_PC.eaf;00:11:30.495;;;15;2;;Height;;;;;;tvåaren sänker;;
bi2_2s_PC.eaf;00:11:30.915;;;15;2;sänker;Height;1;vert;flat H;1;;tvåaren sänker;;
bi3_1s_PC.eaf;00:01:04.280;;;1;;;;;;;;;;;
bi3_1s_PC.eaf;00:01:04.280;;;1;1;;;;;;;;och den första är . ja . mycket lägre ( ), altså här någonstans;;
bi3_1s_PC.eaf;00:01:06.540;;;1;1;lägre;;1;vert;flat H;2;;och den första är . ja . mycket lägre ( ), altså här någonstans;;
bi3_1s_PC.eaf;00:01:10.060;;;1;2;;;;;;;;och den andra liksom ( ), () sneppet högre;;
bi3_1s_PC.eaf;00:01:12.260;;;1;2;högre;;1;vert;flat H;2;;och den andra liksom ( ), () sneppet högre;;
